28.62	14.56	14.56	14.56	5.23	0.00	0.00	0.04	23.72	0.00
28.62	11.81	11.81	11.81	5.47	0.00	0.00	0.04	25.62	0.00
28.62	14.13	14.13	14.13	4.88	0.00	0.00	0.04	28.77	0.00
28.62	14.76	14.76	14.76	4.68	0.00	0.00	0.04	32.55	0.00
28.62	15.38	15.38	15.38	4.72	0.00	0.00	0.04	34.56	0.00
28.62	16.08	16.08	16.08	4.74	0.00	0.00	0.04	35.45	0.00
28.62	16.79	16.79	16.79	4.77	0.00	0.00	0.04	36.12	0.00
28.62	17.74	17.74	17.74	4.76	0.00	0.00	0.04	36.79	0.00
28.62	18.75	18.75	18.75	4.74	0.00	0.00	0.04	37.23	0.00
28.62	19.56	19.56	19.56	4.68	0.00	0.00	0.04	37.90	0.00
28.62	20.13	20.13	20.13	4.61	0.00	0.00	0.04	38.57	0.00
28.62	20.49	20.49	20.49	4.52	0.00	0.00	0.04	39.46	0.00
28.62	20.94	20.94	20.94	4.46	0.00	0.00	0.04	40.35	0.00
28.62	21.46	21.46	21.46	4.44	0.00	0.00	0.04	40.84	0.00
28.62	21.86	21.86	21.86	4.45	0.00	0.00	0.04	41.24	0.00
28.62	22.12	22.12	22.12	4.46	0.00	0.00	0.04	41.46	0.00
28.62	22.28	22.28	22.28	4.45	0.00	0.00	0.04	41.68	0.00
28.62	22.59	22.59	22.59	4.45	0.00	0.00	0.04	42.02	0.00
28.62	23.01	23.01	23.01	4.44	0.00	0.00	0.04	42.36	0.00
28.62	23.27	23.27	23.27	4.44	0.00	0.00	0.04	42.69	0.00
28.62	23.43	23.43	23.43	4.46	0.00	0.00	0.04	43.03	0.00
28.62	23.77	23.77	23.77	4.48	0.00	0.00	0.04	43.13	0.00
28.62	24.10	24.10	24.10	4.50	0.00	0.00	0.04	43.28	0.00
28.62	24.40	24.40	24.40	4.50	0.00	0.00	0.04	43.41	0.00
28.62	24.69	24.69	24.69	4.52	0.00	0.00	0.04	43.67	0.00
28.62	24.95	24.95	24.95	4.53	0.00	0.00	0.04	44.05	0.00
28.62	25.17	25.17	25.17	4.55	0.00	0.00	0.04	44.29	0.00
28.62	25.39	25.39	25.39	4.55	0.00	0.00	0.04	44.54	0.00
28.62	25.60	25.60	25.60	4.56	0.00	0.00	0.04	44.79	0.00
28.62	25.80	25.80	25.80	4.57	0.00	0.00	0.04	45.03	0.00
28.62	25.99	25.99	25.99	4.57	0.00	0.00	0.04	45.28	0.00
28.62	26.18	26.18	26.18	4.57	0.00	0.00	0.04	45.53	0.00
28.62	26.35	26.35	26.35	4.57	0.00	0.00	0.04	45.78	0.00
28.62	26.52	26.52	26.52	4.57	0.00	0.00	0.04	46.03	0.00
28.62	26.69	26.69	26.69	4.57	0.00	0.00	0.04	46.28	0.00
28.62	26.86	26.86	26.86	4.57	0.00	0.00	0.04	46.53	0.00
