28.62	14.56	14.56	14.56	5.23	0.00	0.00	0.04	23.72	0.00
28.62	11.81	11.81	11.81	5.47	0.00	0.00	0.04	25.62	0.00
28.62	10.81	10.81	10.81	4.88	0.00	0.00	0.04	28.77	0.00
28.62	11.08	11.08	11.08	4.68	0.00	0.00	0.04	32.55	0.00
28.62	11.13	11.13	11.13	4.72	0.00	0.00	0.04	34.56	0.00
28.62	11.28	11.28	11.28	4.74	0.00	0.00	0.04	35.45	0.00
28.62	11.40	11.40	11.40	4.77	0.00	0.00	0.04	36.12	0.00
28.62	11.56	11.56	11.56	4.76	0.00	0.00	0.04	36.79	0.00
28.62	11.68	11.68	11.68	4.74	0.00	0.00	0.04	37.23	0.00
28.62	11.87	11.87	11.87	4.68	0.00	0.00	0.04	37.90	0.00
28.62	12.17	12.17	12.17	4.61	0.00	0.00	0.04	38.57	0.00
28.62	12.49	12.49	12.49	4.52	0.00	0.00	0.04	39.46	0.00
28.62	12.67	12.67	12.67	4.46	0.00	0.00	0.04	40.35	0.00
28.62	12.99	12.99	12.99	4.44	0.00	0.00	0.04	40.84	0.00
28.62	13.15	13.15	13.15	4.45	0.00	0.00	0.04	41.24	0.00
28.62	13.26	13.26	13.26	4.46	0.00	0.00	0.04	41.46	0.00
28.62	13.31	13.31	13.31	4.45	0.00	0.00	0.04	41.68	0.00
28.62	13.44	13.44	13.44	4.45	0.00	0.00	0.04	42.02	0.00
28.62	13.62	13.62	13.62	4.44	0.00	0.00	0.04	42.36	0.00
28.62	14.01	14.01	14.01	4.44	0.00	0.00	0.04	42.69	0.00
28.62	14.12	14.12	14.12	4.46	0.00	0.00	0.04	43.03	0.00
28.62	14.39	14.39	14.39	4.48	0.00	0.00	0.04	43.13	0.00
28.62	14.49	14.49	14.49	4.50	0.00	0.00	0.04	43.28	0.00
28.62	14.61	14.61	14.61	4.50	0.00	0.00	0.04	43.41	0.00
28.62	14.72	14.72	14.72	4.52	0.00	0.00	0.04	43.67	0.00
28.62	14.84	14.84	14.84	4.53	0.00	0.00	0.04	44.05	0.00
28.62	14.94	14.94	14.94	4.55	0.00	0.00	0.04	44.29	0.00
28.62	15.04	15.04	15.04	4.55	0.00	0.00	0.04	44.54	0.00
28.62	15.14	15.14	15.14	4.56	0.00	0.00	0.04	44.79	0.00
28.62	15.25	15.25	15.25	4.57	0.00	0.00	0.04	45.03	0.00
28.62	15.33	15.33	15.33	4.57	0.00	0.00	0.04	45.28	0.00
28.62	15.41	15.41	15.41	4.57	0.00	0.00	0.04	45.53	0.00
28.62	15.50	15.50	15.50	4.57	0.00	0.00	0.04	45.78	0.00
28.62	15.62	15.62	15.62	4.57	0.00	0.00	0.04	46.03	0.00
28.62	15.66	15.66	15.66	4.57	0.00	0.00	0.04	46.28	0.00
28.62	15.78	15.78	15.78	4.57	0.00	0.00	0.04	46.53	0.00
